"","o3","co","no","no2","tc","rh","ws","cos_wd","sin_wd","cos_gwd","sin_gwd","time"
"28",21.5406976744186,0.925730994152047,38.5645863570392,47.5791001451379,20.65,68.6666666666667,1.20125173852573,0.106411305599264,-0.994322198304282,-0.980736709117398,0.195334347695371,2006-04-01
"29",14.4093959731544,1.25948644793153,68.7306273062731,56.0332103321033,17.1807588075881,69.0500676589986,0.981656804733728,0.965952550395398,-0.258719288775742,-0.993809293078909,0.111099455399205,2006-05-01
"30",13.7320644216691,1.63985401459854,116.019145802651,61.2503681885125,17.3697350069735,66.7224546722455,1.17433751743375,0.926406779690883,-0.376524207113922,-0.861857632322862,0.507150294889819,2006-06-01
"31",14.5866851595007,2.43157894736842,195.775964391691,78.160237388724,17.8685483870968,66.2029569892473,0.955913978494624,0.706874513511799,0.707338972591966,-0.92772771689765,0.373257663417477,2006-07-01
"32",13.1279229711142,1.80331491712707,126.573654390935,69.4121813031161,18.7611559139785,60.9139784946237,1.38682795698925,0.896633973821065,-0.44277253414123,-0.987022748963986,0.160580487692546,2006-08-01
"33",20.8991477272727,1.20269503546099,66.0115942028986,60.3492753623188,18.6847222222222,64.2375,1.69638888888889,-0.138668982666357,-0.990338787105846,-0.995735886501954,0.092249901529308,2006-09-01
"34",23.8504155124654,0.926074895977809,30.1813031161473,50.371104815864,20.5969002695418,69.3638814016172,1.66981132075472,-0.811388414656357,-0.584507348594903,-0.965700207068163,0.25965960422928,2006-10-01
"35",22.4906204906205,0.96098981077147,41.5502318392581,48.2194744976816,21.2650771388499,70.6353436185133,1.60755244755245,0.193591676467287,-0.981082189626631,-0.984492476299395,0.175426805562564,2006-11-01
"36",19.8919667590028,0.87707182320442,30.286231884058,40.0072463768116,22.9951285520974,72.5940460081191,1.75486486486486,-0.669971495694349,-0.742386822995315,-0.998363468377849,-0.0571872801289876,2006-12-01
"37",15.9289772727273,0.747520661157025,33.4927066450567,31.3192868719611,22.8791836734694,74.15625,1.58281461434371,-0.273613482304894,-0.961839727969785,-0.942163567233965,-0.335153416478142,2007-01-01
"38",23.5553797468354,0.915686274509804,45.0405844155844,40.849025974026,23.8694485842027,69.8599105812221,1.39122023809524,0.0286433759650343,-0.999589694331292,-0.978185383980254,0.207733855130558,2007-02-01
"39",25.7378917378917,1.15127118644068,55.6918687589158,55.1057142857143,24.3137789904502,65.0982264665757,1.22043596730245,0.638094315771074,-0.76995820937285,-0.987995156069647,0.154484858749699,2007-03-01
"40",20.1010401188707,0.956760772659733,37.0891238670695,40.5619335347432,22.2372222222222,71.1847222222222,1.34805555555556,-0.143756504979348,-0.989613089685117,-0.969284588958192,0.245941833790325,2007-04-01
"41",11.8765778401122,1.33670886075949,88.9042253521127,36.2253521126761,17.9456258411844,70.114401076716,1.24193548387097,0.51865292215959,-0.854984880764168,-0.978468332888536,0.206396999819109,2007-05-01
"42",11.5663265306122,2.25988372093023,178.965944272446,44.4365325077399,18.1916550764951,65.5507649513213,0.968888888888889,0.432850729504552,0.901465609974877,-0.997713861131257,-0.0675799623154592,2007-06-01
"43",11.2605633802817,1.77261235955056,133.210144927536,44.2115942028986,16.1893674293405,70.0794078061911,1.20188172043011,0.986347480968242,-0.164677402176509,-0.971681199492604,0.236295676119167,2007-07-01
"44",16.7615708274895,1.78387096774194,138.465564738292,50.6460055096419,18.4244623655914,61.2876344086022,1.31895161290323,0.921901327727013,-0.387424756482043,-0.922055758767131,0.387057072954843,2007-08-01
"45",25.6155015197568,1.15310015898251,56.5607902735562,49.3328267477204,20.6550432276657,56.7806637806638,1.49742489270386,0.0162790330121545,-0.999867487762348,-0.94404579413664,0.32981440019035,2007-09-01
"46",24.4419889502762,1.08964451313756,42.8,52.0919708029197,21.5696065128901,63.0257452574526,1.53190082644628,-0.081377843173914,-0.996683323147509,-0.920977600597051,0.389615527409391,2007-10-01
"47",43.0486257928118,0.780966325036603,29.7407975460123,42.1947852760736,20.8098039215686,66.7072829131653,1.82437325905292,-0.471423534014033,-0.881906940429499,-0.954763690917645,0.297365590654526,2007-11-01
"48",37.7276595744681,0.896159317211949,32.6761768901569,45.077032810271,22.9771117166213,65.0122615803815,1.26544715447154,0.824608116892238,0.56570438707459,-0.850731566146587,0.525600420815828,2007-12-01
"49",18.4852507374631,0.74796875,30.2920863309353,37.4215827338129,22.0204359673025,69.8651226158038,1.40648648648649,0.999978504411679,-0.00655673047953126,-0.907846717159671,0.419302203836812,2008-01-01
"50",15.9233176838811,0.98202416918429,42.4179104477612,40.8540630182421,23.0950937950938,68.4329004329004,1.1890350877193,0.698192455431759,0.715910116689359,-0.895825952253476,0.444405066655583,2008-02-01
"51",17.3172804532578,0.944130127298444,38.6248216833096,45.9985734664765,22.3491913746631,67.3041722745626,1.21881720430108,0.965822532873035,0.259204234137319,-0.872174870781154,0.489194230115071,2008-03-01
"52",9.1141975308642,1.18609375,64.0046367851623,49.5455950540958,21.1339774557166,69.3123993558776,0.98512,0.207556581684223,0.978223014143278,-0.913590884862399,0.406634596531504,2008-04-01
"53",10.5749279538905,1.48248914616498,98.2122448979592,51.930612244898,17.7741758241758,64.3914835164835,0.991428571428571,-0.0920277373803511,0.995756443892106,-0.956980882737404,-0.29015097807028,2008-05-01
"54",7.56210191082803,1.66164383561644,110.934749620637,61.2867981790592,17.4351048951049,67.2825174825175,0.981754874651811,0.325660088362489,0.945486915217623,-0.997255483520211,-0.0740371568124441,2008-06-01
"55",13.762962962963,1.89078947368421,166.606789250354,75.6888260254597,17.6126684636119,56.6078167115903,0.743145161290323,-0.915773822615576,0.401694293974978,-0.370355612129157,0.928890047618359,2008-07-01
"56",13.4414715719064,1.59254032258065,99.0085959885387,63.785100286533,18.5859097127223,68.0191518467852,1.13383152173913,0.459686004842103,0.888081514812861,-0.97660167807969,0.215056184221553,2008-08-01
"57",17.7071320182094,1.08808777429467,49.3089311859444,55.7686676427526,18.0576223776224,67.1284916201117,1.55899581589958,0.126772450975861,-0.991931825113789,-0.981445812037596,0.191739714284399,2008-09-01
"58",22.0944,1.0025641025641,31.0679012345679,56.6095679012346,20.5122708039492,71.6262341325811,1.57314685314685,-0.434681594347246,-0.900584205688583,-0.975336147215312,0.220724715279443,2008-10-01
"59",33.1214511041009,0.831268882175227,21.3450920245399,42.0352760736196,20.5056195965418,70.7449567723343,1.79331436699858,-0.891558151830943,-0.452906239638839,-0.950077183005977,0.312014977735728,2008-11-01
"60",32.6449275362319,0.766619115549215,26.2739130434783,44.2840579710145,21.3167794316644,68.8286099865047,1.58694481830417,-0.79963811271646,-0.600482213467858,-0.985002659768155,0.172539155699974,2008-12-01
"61",31.0211480362538,0.826308345120226,26.5539568345324,37.0330935251799,22.1799727520436,73.9281842818428,1.66297297297297,-0.536802219107994,-0.843708111588796,-0.96930053875803,-0.245878965272331,2009-01-01
"62",36.6046875,1.06109375,32.6677367576244,47.7897271268058,23.4872372372372,73.6317365269461,1.29225037257824,0.140203334732692,-0.990122732255872,-0.997405513873397,0.0719877829561706,2009-02-01
"63",32.93543758967,1.00859154929577,29.24893314367,45.3798008534851,23.3922764227642,69.7462887989204,1.3777628032345,-0.500896039014744,-0.865507456986559,-0.970619211234146,0.240620753018529,2009-03-01
"64",26.1303571428571,1.13066914498141,42.1617933723197,46.5107212475634,20.3374057315234,72.0793413173653,1.27511177347243,-0.123934437032151,-0.99229040876022,-0.92175022076321,0.387784128766216,2009-04-01
"65",15.2724719101124,1.31050903119869,75.6166902404526,55.3055162659123,19.160775862069,72.2736389684814,1.16414285714286,0.601576045032472,-0.798815536931455,-0.966727784499247,0.255807331163861,2009-05-01
"66",10.5740458015267,1.41187214611872,100.494417862839,56.0462519936204,15.6106881405564,72.8386627906977,1.1236231884058,0.580229224254632,-0.814453219848057,-0.987309578940137,0.158807415862894,2009-06-01
"67",8.20762711864407,1.42967651195499,96.2457142857143,53.9642857142857,16.4512261580381,80.2506738544474,1.02409152086137,0.758059273040387,-0.652185662643299,-0.937847364807599,0.347048008672349,2009-07-01
"68",16.5512422360248,1.28057851239669,47.803317535545,53.1255924170616,18.3498626373626,67.8918918918919,1.47840755735493,-0.0887277264040292,-0.996055917389768,-0.955070569256795,0.296378487308882,2009-08-01
"69",19.7587006960557,0.781336405529954,53.0716332378223,44.3939828080229,19.6647226173542,75.5760111576011,1.49289693593315,-0.137463808018294,-0.990506790226654,-0.982728144776041,0.185055109264892,2009-09-01
"70",22.6197387518142,0.905990016638935,25.4557142857143,37.2971428571429,19.8196927374302,76.8211382113821,1.51049798115747,-0.608248809070019,-0.793746424410783,-0.969908056978568,0.243471478839017,2009-10-01
"71",30.9114503816794,1.08282009724473,25.7789473684211,35.7353383458647,24.0560471976401,70.2301013024602,1.59942363112392,-0.139745871710246,-0.990187402131507,-0.957943819302661,-0.286955813775972,2009-11-01
